学校名称,学校标识码,主管部门,所在地,办学层次,备注,en-name(baidu),en-name(youdao)
吉林城市职业技术学院,4122014426,吉林省教育厅,长春市,专科,民办,Jilin City Vocational and Technical College,Jilin city vocational and technical college
吉林职业技术学院,4122014567,吉林省教育厅,延边朝鲜族自治州,专科,民办,Jilin Vocational and Technical College,Jilin vocational and technical college
吉林水利电力职业学院,4122014602,吉林省,长春市,专科,,Jilin Vocational College of Water Conservancy and Electricity,Jilin water conservancy electric power vocational college
长春健康职业学院,4122014603,吉林省教育厅,长春市,专科,民办,Changchun Health Vocational College,Changchun health vocational college
黑龙江大学,4123010212,黑龙江省,哈尔滨市,本科,,Heilongjiang University,Heilongjiang university
哈尔滨工业大学,4123010213,工业和信息化部,哈尔滨市,本科,,Harbin Institute of Technology,Harbin Institute of Technology
哈尔滨理工大学,4123010214,黑龙江省,哈尔滨市,本科,,hust,Harbin university of science and technology
哈尔滨工程大学,4123010217,工业和信息化部,哈尔滨市,本科,,Harbin Engineering University,Harbin engineering university
黑龙江科技大学,4123010219,黑龙江省,哈尔滨市,本科,,Heilongjiang University of Science and Technology,Heilongjiang university of science and technology
东北石油大学,4123010220,黑龙江省,大庆市,本科,,Northeast Petroleum University,Northeast university of petroleum
佳木斯大学,4123010222,黑龙江省,佳木斯市,本科,,jiamusi university,Jiamusi university
黑龙江八一农垦大学,4123010223,黑龙江省,大庆市,本科,,heilongjiang bayi agricultural university,Heilongjiang August first land reclamation university
东北农业大学,4123010224,黑龙江省,哈尔滨市,本科,,Northeast Agricultural University,The northeast agricultural university
东北林业大学,4123010225,教育部,哈尔滨市,本科,,Northeast Forestry University,The northeast forestry university
哈尔滨医科大学,4123010226,黑龙江省,哈尔滨市,本科,,Harbin Medical Sciences University,Harbin medical university
黑龙江中医药大学,4123010228,黑龙江省,哈尔滨市,本科,,Heilongjiang University Of Chinese Medicine,Heilongjiang university of Chinese medicine
牡丹江医学院,4123010229,黑龙江省,牡丹江市,本科,,mudanjiang medical university,Mudanjiang medical school
哈尔滨师范大学,4123010231,黑龙江省,哈尔滨市,本科,,harbin normal university,Harbin normal university.
齐齐哈尔大学,4123010232,黑龙江省,齐齐哈尔市,本科,,Qiqihar university,Qiqihar university
牡丹江师范学院,4123010233,黑龙江省,牡丹江市,本科,,Mudanjiang Normal College,Mudanjiang normal university
哈尔滨学院,4123010234,黑龙江省,哈尔滨市,本科,,Harbin College,Harbin institute of
大庆师范学院,4123010235,黑龙江省,大庆市,本科,,Daqing Normal University,The daqing normal university
绥化学院,4123010236,黑龙江省,绥化市,本科,,suihua university,That is suihua college
哈尔滨商业大学,4123010240,黑龙江省,哈尔滨市,本科,,Harbin University of Commerce,Harbin university of commerce
哈尔滨体育学院,4123010242,黑龙江省,哈尔滨市,本科,,Harbin Institute Of Physical Education,The Harbin sports institute
哈尔滨金融学院,4123010245,黑龙江省,哈尔滨市,本科,,Harbin Finance University,Harbin finance college
齐齐哈尔医学院,4123011230,黑龙江省,齐齐哈尔市,本科,,qiqihar medical university,Qiqihar medical college
黑龙江工业学院,4123011445,黑龙江省,鸡西市,本科,,Heilongjiang Institute of Technology,Heilongjiang polytechnic institute
黑龙江东方学院,4123011446,黑龙江省教育厅,哈尔滨市,本科,民办,East University of Heilongjiang,Heilongjiang Oriental college
哈尔滨信息工程学院,4123011635,黑龙江省教育厅,哈尔滨市,本科,民办,Harbin Institute of Information Engineering,Harbin institute of information engineering
黑龙江工程学院,4123011802,黑龙江省,哈尔滨市,本科,,Heilongjiang Institute of Engineering,Heilongjiang institute of engineering
齐齐哈尔工程学院,4123012729,黑龙江省教育厅,齐齐哈尔市,本科,民办,Qiqihar College of Engineering,Qiqihar engineering college
黑龙江外国语学院,4123013296,黑龙江省教育厅,哈尔滨市,本科,民办,Heilongjiang International University,Heilongjiang institute of foreign languages
黑龙江财经学院,4123013298,黑龙江省教育厅,哈尔滨市,本科,民办,Heilongjiang University of Finance and Economics,Heilongjiang institute of finance and economics
哈尔滨石油学院,4123013299,黑龙江省教育厅,哈尔滨市,本科,民办,Harbin Institute of Petroleum,Harbin petroleum institute
黑龙江工商学院,4123013300,黑龙江省教育厅,哈尔滨市,本科,民办,Heilongjiang Business College,Business school in heilongjiang province
哈尔滨远东理工学院,4123013301,黑龙江省教育厅,哈尔滨市,本科,民办,Harbin Far East Institute of Technology,Harbin institute of far east
哈尔滨剑桥学院,4123013303,黑龙江省教育厅,哈尔滨市,本科,民办,Harbin Cambridge College,Harbin Cambridge institute
黑龙江工程学院昆仑旅游学院,4123013304,黑龙江省教育厅,哈尔滨市,本科,民办,Kunlun Tourism College of Heilongjiang Engineering College,Heilongjiang kunlun engineering college institute of tourism
哈尔滨广厦学院,4123013306,黑龙江省教育厅,哈尔滨市,本科,民办,Guangxia College of Harbin,Harbin institute of metal
哈尔滨华德学院,4123013307,黑龙江省教育厅,哈尔滨市,本科,民办,Harbin Huade University,Harbin institute of huade
黑河学院,4123013744,黑龙江省,黑河市,本科,,heihe university,Heihe college
哈尔滨音乐学院,4123014560,黑龙江省,哈尔滨市,本科,,Harbin Conservatory of Music,Harbin institute of music
齐齐哈尔高等师范专科学校,4123010238,黑龙江省,齐齐哈尔市,专科,,Qiqihar Teachers College,Qiqihar higher normal college
伊春职业学院,4123010872,黑龙江省,伊春市,专科,,Yichun Vocational College,Yichun vocational college
牡丹江大学,4123011046,黑龙江省,牡丹江市,专科,,Mudanjiang University,Mudanjiang university
黑龙江职业学院,4123011449,黑龙江省,哈尔滨市,专科,,Heilongjiang Vocational College,Heilongjiang vocational college
黑龙江建筑职业技术学院,4123012053,黑龙江省,哈尔滨市,专科,,Heilongjiang Vocational and Technical College of Architecture,Heilongjiang construction vocational and technical college
黑龙江艺术职业学院,4123012490,黑龙江省,哈尔滨市,专科,,Heilongjiang Vocational College of Arts,Heilongjiang art vocational college
大庆职业学院,4123012718,黑龙江省,大庆市,专科,,Daqing Vocational College,Daqing vocational college
黑龙江林业职业技术学院,4123012724,黑龙江省,牡丹江市,专科,,Heilongjiang Forestry Vocational and Technical College,Heilongjiang province forestry vocational and technical college
黑龙江农业职业技术学院,4123012725,黑龙江省,佳木斯市,专科,,Heilongjiang Agricultural Vocational and Technical College,Heilongjiang agricultural vocational and technical college
黑龙江农业工程职业学院,4123012726,黑龙江省,哈尔滨市,专科,,Heilongjiang Vocational College of Agricultural Engineering,Heilongjiang agricultural engineering vocational college
黑龙江农垦职业学院,4123012727,黑龙江省,哈尔滨市,专科,,Heilongjiang Nongken Vocational College,Heilongjiang agricultural reclamation vocational college
黑龙江司法警官职业学院,4123012728,黑龙江省,哈尔滨市,专科,,The Professional Judicial Police College of Heilongjiang,Heilongjiang institute of judicial police officer profession
鹤岗师范高等专科学校,4123012905,黑龙江省,鹤岗市,专科,,Hegang Teachers College,Hegang normal college
哈尔滨电力职业技术学院,4123012906,黑龙江省,哈尔滨市,专科,,Harbin Electric Power Vocational and Technical College,Harbin electric power vocational technology college
哈尔滨铁道职业技术学院,4123012907,黑龙江省,哈尔滨市,专科,,harbin railway technical college,Harbin railway vocational and technical college
大兴安岭职业学院,4123012908,黑龙江省,大兴安岭地区,专科,,Daxing'anling Vocational College,The greater hinggan mountains vocational college
黑龙江农业经济职业学院,4123012910,黑龙江省,牡丹江市,专科,,Heilongjiang Vocational College of Agricultural Economics,Heilongjiang agricultural economy vocational college
哈尔滨职业技术学院,4123012911,黑龙江省,哈尔滨市,专科,,Harbin Vocational and Technical College,Harbin vocational and technical college
哈尔滨传媒职业学院,4123013302,黑龙江省教育厅,哈尔滨市,专科,民办,Harbin Media Vocational College,Harbin medium vocational college
黑龙江生物科技职业学院,4123013447,黑龙江省,哈尔滨市,专科,,Heilongjiang Vocational College of Biotechnology,Heilongjiang biotechnology vocational college
黑龙江商业职业学院,4123013448,黑龙江省,牡丹江市,专科,,Heilongjiang Business Vocational College,Heilongjiang vocational college of business
黑龙江公安警官职业学院,4123013449,黑龙江省,哈尔滨市,专科,,Heilongjiang Police Officer Vocational College,Heilongjiang province public security police vocational college
黑龙江信息技术职业学院,4123013450,黑龙江省,哈尔滨市,专科,,Heilongjiang Vocational College of Information Technology,Heilongjiang vocational college of information technology
哈尔滨城市职业学院,4123013451,黑龙江省教育厅,哈尔滨市,专科,民办,Harbin City Vocational College,Harbin city vocational college
黑龙江农垦科技职业学院,4123013453,黑龙江省,哈尔滨市,专科,,Heilongjiang Vocational College of Agricultural Reclamation Science and Technology,Heilongjiang agricultural reclamation science and technology vocational college
